OEM_KODU,MARKA,KATEGORI,PARCA_ADI,UYUMLU_MODELLER,MUADIL_REFERANSLAR,DEGISIM_ARALIGI,TEKNIK_OZELLIKLER
FLT-CARB-10,"Sea Recovery / Idromar","Su Yapıcı & Membran","10 İnç Aktif Karbon Tatlı Su Yıkama Filtresi","Sea Recovery, Schenker, Idromar Otomatik Yıkama (Freshwater Flush)","Pentek CBC-10, Matrikx CTO, Watts F10-CB","6 Ayda Bir / Sezon Başı","Klor ve Koku Giderici Blok Karbon Kartuş Filtre"
SM71150,"Sleipner Side-Power","Baş Pervane & Manevra","Side-Power SE60 / SE80 / SE100 Baş Pervane Şaft Çinko Anodu","Side-Power SE60, SE80, SE100, SE120, SH100 Tünel Pervaneleri","Tecnoseal 00401, Martyr CM71150, Quick FSQAN7115","Sezonluk Kontrol / %50 Aşınmada Değişim","Pervane Kuyruk Şaftı Kovan Çinko Anodu, Tespit Civatası Dahil"
SM71180,"Sleipner Side-Power","Baş Pervane & Manevra","Side-Power SE60 / SE80 5 Kanatlı Q-Prop Pervane Kiti","Side-Power SE60, SE80, SE100 Baş & Kıç Pervaneler","Side-Power Q-Prop 71180, Sleipner 71180","Hasar veya Boşluk Halinde","185mm Tünel Uyumlu 5 Bıçaklı Kompozit Sessiz Pervane"
AN-QUICK-BTQ,"Quick Marine","Baş Pervane & Manevra","Quick BTQ 140 / 185 / 250 Baş Pervane Çinko Tutya Kiti","Quick BTQ 140, BTQ 185, BTQ 250, BTQ 300","Tecnoseal 00405, Quick FSQAN185, Martyr CMQUICK","Sezonluk / %50 Eridiğinde","Quick Orijinal Tünel Kuyruk Çinko Anot Takımı"
SET0148,"VETUS","Baş Pervane & Manevra","Vetus BOW55 / BOW75 / BOW95 Baş Pervane Çinko Anodu","Vetus BOW5512D, BOW7512D, BOW9524D","Tecnoseal 00410, Martyr CMVETUS55, Vetus BP195","Sezonluk Değişim","Vetus Tünel Pervane Şaftı Çinko Anot Parçası"
HUM-SERVO-24,"Humphree","Stabilizatör & Trim","Humphree X300..X900 İnterseptör 24V Elektrikli Servo Aktüatör","Humphree X-Series, H-Series, Lightning Trim & Stabilizer","Humphree Official Servo Unit 24V","Yıllık Kalibrasyon ve Keçe Kontrolü","IP68 Tam Su Geçirmez Fırçasız DC Yüksek Torklu Servo"
ZIP-SERVO-S,"Zipwake","Stabilizatör & Trim","Zipwake Series S (300..750mm) İnterseptör Servo Ünitesi","Zipwake Dynamic Trim Control Series S Modelleri","Zipwake 2011101, IT300-S, IT450-S, IT600-S","Sezon Başı Temizlik & Test","Fırçasız Motor, Hızlı Tepkili Kendi Kendini Kalibre Eden Servo"
BEN-V351HPU,"Bennett Marine","Stabilizatör & Trim","Bennett 12V Hidrolik Trim Tab Güç Ünitesi (HPU Pompa Komple)","Bennett Tüm Klasik Hidrolik Flap Sistemleri","Sierra 18-6750, Bennett V351HPU1","Arıza Halinde / ATF Yağ Kontrolü","12V Entegre Çift Solenoidli Hidrolik Pompa & Rezervuar"
CALPEDA-B-NM,"Calpeda / Dometic","Klima & Sirkülasyon","Calpeda B-NM 25/12A Bronz Deniz Suyu Çapraz Chiller Sirkülasyon Pompası","Dometic, Cruisair, Marvair, Condaria 24.000 - 120.000 BTU Chiller Grupları","Calpeda B-NM 25/125A/A, March AC-5C-MD, Dometic PML1000","Yıllık Mekanik Salmastra & Kondansatör Kontrolü","230V Bronz Gövde Deniz Suyu Santrifüj Pompa, 150 L/Dk Debi"
MARCH-AC5C,"March Pump","Klima & Sirkülasyon","March AC-5C-MD Manyetik Kavramalı Deniz Suyu Marin Klima Pompası","Cruisair, Webasto, Dometic 16.000 - 48.000 BTU Marin Klimalar","Dometic PML500, Webasto WB500, March 0150-0081-0100","Sezonluk Temizlik & Kireç Çözme","Manyetik Kavramalı Salmastrasız Kaçak Yapmayan Pompa (115V/230V)"
119305-35170,"Yanmar","Filtreler","Yanmar 1GM10 / 2YM15 / 3YM20 / 3YM30 Kompakt Motor Yağ Filtresi","Yanmar 1GM, 2GM, 3GM, 1GM10, 2YM15, 3YM20, 3YM30, 3JH30","Mann W 67/1, Baldwin B1434, Donaldson P502019, Wix 51365","150 Saat / Sezon Başı","3/4-16 Diş, Kompakt Boyut, Jelkot ve Tuz Suyu Nemine Dayanıklı Kutu"
124085-35112,"Yanmar","Filtreler","Yanmar 4LHA-HTE / 4LHA-DTE / 4LHA-STE Marin Yağ Filtresi","Yanmar 4LHA-HTE, 4LHA-DTZE, 4LHA-STZE (160HP - 240HP)","Mann W 920, Baldwin B1428, Donaldson P550008","200 Saat / Yılda 1 Kez","Geri Kaçırmaz By-pass Valfli Marin Yağ Filtresi"
129470-55810,"Yanmar","Filtreler","Yanmar 3JH / 4JH Vidalı Spin-on Yakıt Filtresi Kartuşu","Yanmar 3JH3E, 3JH4E, 4JH3E, 4JH4E, 4JH5E, 4JH4-TE","Mann WK 812, Baldwin BF7856, Donaldson P550588, Sierra 18-7913","200 Saat / Sezon Başı","Vidalı Tip 10 Mikron Su Ayırıcılı Dizel Yakıt Filtresi, M20x1.5 Diş"
104500-55710,"Yanmar","Filtreler","Yanmar 1GM / 2GM / 3GM / 2YM / 3YM Yakıt Filtresi Kartuş Elemanı (O-Ringli)","Yanmar 1GM, 2GM20, 3GM30, 2YM15, 3YM20, 3YM30","Mann P 707, Baldwin PF7794, Donaldson P502138, Sierra 18-7798","150-200 Saat / Sezon Başı","Plastik/Cam Kase İçi Değiştirilebilir Kağıt Eleman, O-ring Dahil"
119593-55800,"Yanmar","Filtreler","Yanmar 6LY2 / 6LY3 / 6CX İkincil İnce Yakıt Filtresi Kartuşu","Yanmar 6LYA, 6LY2, 6LY3, 6CX-ETE, 6CX-GTYE","Mann WK 940/5, Baldwin BF7674-D, Donaldson P550388","200 Saat / Sezon Başı","5 Mikron Yüksek Basınçlı Yakıt Pompası Koruma Filtresi"
128990-42200,"Yanmar","İmpeller & Soğutma","Yanmar 1GM / 2YM / 3YM Ham Deniz Suyu İmpeller Kiti (D-Shaft)","Yanmar 1GM10, 2YM15, 3YM20, 3YM30, 2GM20F, 3GM30F","Johnson 09-801B, Jabsco 673-0001, Sierra 18-3075, CEF 500100","150 Saat veya Her Sezon Başı","6 Kanatlı Neopren, D-Tipi Düz Mil, Çap: 51mm, Genişlik: 22mm, O-Ring Dahil"
119574-42552,"Yanmar","İmpeller & Soğutma","Yanmar 6LY2 / 6LY3 / 6LYA Ham Su Pompası İmpeller Kiti (Spline)","Yanmar 6LYA-STE, 6LY2-STE, 6LY3-ETP/STP/UTP (370HP - 480HP)","Johnson 09-819B, Jabsco 17937-0001, Sierra 18-3275, CEF 500168","200-250 Saat / Sezon Başı","10 Bıçaklı Neopren, Spline Mil, Çap: 95mm, Genişlik: 63mm"
121750-49800,"Yanmar","İmpeller & Soğutma","Yanmar 2GM / 3GM / 2YM / 3YM / JH Serisi Termostat 71°C","Yanmar 1GM10, 2YM15, 3YM20, 3YM30, 3JH4E, 4JH4E, 4JH5E","Sierra 18-3620, Vernet Marin Termostat","3 Yılda 1 Kontrol / Hararet Sapmasında","Açılma: 71°C, Paslanmaz Yay ve Pirinç Gövde, Conta Dahil"
129466-49801,"Yanmar","İmpeller & Soğutma","Yanmar 4JH4 / 4JH5 / 4LHA Yüksek Sıcaklık Termostatı 76.5°C","Yanmar 4JH4-TE, 4JH4-HTE, 4LHA-HTE, 4LHA-STE","Volvo Penta / Vernet Muadili","3 Yılda 1 / Hararet Problemlerinde","Açılma: 76.5°C, Tam Açılma: 90°C"
27210-200300,"Yanmar","Tutya & Anotlar","Yanmar Motor Bloğu Çinko Tutya Tapası & Elemanı (20x30mm)","Yanmar 1GM, 2GM, 3GM, 3HM, 2YM, 3YM, 3JH, 4JH Serisi","Tecnoseal 00802, Martyr CM27210200300Z","100-150 Saat / Sezonluk","Pirinç Kör Tapalı 20mm x 30mm Çinko Blok Tutyası"
196420-02652,"Yanmar","Tutya & Anotlar","Yanmar SD20 / SD25 Saildrive Çinko Bölünmüş Halka Anot","Yanmar SD20, SD25 Yelkenli Kuyruk Sistemleri (2YM/3YM/3JH Motorlar)","Tecnoseal 00805, Martyr CM19642002652Z","Her Sezon Başı Karaya Çıkışta Değişim","İki Parçalı Bölünmüş Çinko Halka, 2 Adet Paslanmaz Cıvata Dahil"
196440-02660,"Yanmar","Tutya & Anotlar","Yanmar SD40 / SD50 / SD60 Saildrive Çinko Halka Anot Seti","Yanmar SD40, SD50, SD60 Kuyruk Sistemleri (4JH Motorlar)","Tecnoseal 00807, Martyr CM19644002660Z","Yılda 1 Kez / Sezon Başı","Ağır Hizmet Bölünmüş Çinko Halka, Şaft Kovanı Katodik Koruması"
196440-02670,"Yanmar","Tutya & Anotlar","Yanmar SD50 / SD60 Saildrive Pervane Somun Çinko Tutyası","Yanmar SD50 ve SD60 Katlanır / Sabit Pervaneler","Tecnoseal 00808, Martyr CM19644002670Z","Her Sezon Başı Değişim","Pervane Koni Uç Koruma Tutyası"
128630-77011,"Yanmar","Elektrik & Sensörler","Yanmar 1GM / 2YM / 3YM Marin Marş Motoru 12V 1.0kW","Yanmar 1GM10, 2YM15, 3YM20, 3YM30, 2GM20, 3GM30","Hitachi S114-651, Sierra 18-5942, Arco 70110","Arıza Halinde / Sezonluk Marş Otomatiği Kontrolü","12V 1.0kW, 9 Dişli Pinyon, Marin Korozyon Korumalı"
129242-77010,"Yanmar","Elektrik & Sensörler","Yanmar 4JH Serisi Marin Marş Motoru 12V 1.4kW","Yanmar 3JH3, 3JH4, 4JH3, 4JH4E, 4JH5E, 4JH4-TE","Hitachi S114-817, Arco 70112, Sierra 18-5943","Arıza Halinde / Sezon Sonu Kontrol","12V 1.4kW Yüksek Torklu Redüksiyonlu Marin Marş Motoru"
119593-77010,"Yanmar","Elektrik & Sensörler","Yanmar 6LY Serisi Marin Marş Motoru 12V 3.0kW","Yanmar 6LYA, 6LY2, 6LY3 Tüm Güç Grupları","Hitachi S13-407, Arco 70115","Arıza Halinde","12V 3.0kW Ağır Hizmet Büyük Hacim Dizel Marş Motoru"
129470-77200,"Yanmar","Elektrik & Sensörler","Yanmar Hitachi 12V 80A Marin Alternatör (Dahili Regülatörlü)","Yanmar 3YM, 3JH, 4JH Serisi Marin Motorlar","Hitachi LR180-03, Sierra 18-5984","1000 Saat / Kömür ve Rulman Kontrolü","12V 80 Amper, Marin İzole Şaseli Alternatör"
129670-13561,"Yanmar","Mekanik & Contalar","Yanmar 4JH Serisi Paslanmaz Çelik Egzoz Karıştırıcı Dirsek (Mixing Elbow)","Yanmar 3JH3, 4JH3, 4JH4E, 4JH5E, 4JH4-TE","HDI Marine SSJH, Sierra 18-0417","3-4 Yılda 1 Kontrol / Tıkanma veya Çatlak Halinde Değişim","316L Paslanmaz Çelikten Hassas Döküm, Korozyon ve Tıkanma Yapmaz, Conta Dahil"
119773-13500,"Yanmar","Mekanik & Contalar","Yanmar 6LY Serisi 316L Paslanmaz Çelik Egzoz Karıştırıcı Dirsek","Yanmar 6LYA-STE, 6LY2-STE, 6LY3-ETP/STP","HDI Marine SSLY, Yanmar Orijinal","4 Yılda 1 Kontrol / Sezon Sonu Kışlama Kontrolü","Turboşarj Çıkışı Deniz Suyu Karıştırma Dirseği, Ağır Hizmet Paslanmaz Çelik"
51.05504-0105,"MAN Marine","Filtreler","MAN i6 / V8 / V12 Common Rail Ana Motor Yağ Filtresi Elemanı (HU 12 140 x)","MAN i6-730, i6-800, i6-850, V8-1000, V8-1200, V8-1300, V12-1400, V12-1650, V12-1900, V12-2000","Mann HU 12 140 x, Mahle OX 348D, Donaldson P550920, Baldwin P7415","200-400 Saat / Yılda 1 Kez","Metal İçermeyen Ekolojik Yağ Filtresi Elemanı, O-ring ve Bakır Pul Dahil"
51.05504-0107,"MAN Marine","Filtreler","MAN D2842 / D2848 / D2866 Vidalı Çiftli Yağ Filtresi (Spin-on)","MAN D2840 LE401, D2842 LE404/LE409, D2848 LE403, D2866 LE401","Mann W 11 102/4, Baldwin B76, Donaldson P550425, Fleetguard LF670","200 Saat / Sezon Başı","1 1/8-16 Dişli Ağır Hizmet Spin-on Filtre Kartuşu"
51.12503-0062,"MAN Marine","Filtreler","MAN Common Rail İkincil İnce Yakıt Filtresi Kartuşu (5 Mikron)","MAN i6-730..850, V8-1000..1300, V12-1400..2000 CR Sistemleri","Mann PU 1059 x, Donaldson P550881, Baldwin BF7949, Fleetguard FF5794","200 Saat / Yılda 1 Kez","Common Rail Yüksek Basınç Pompası ve Enjektör Koruma Elemanı (5 Mikron)"
51.12501-7288,"MAN Marine","Filtreler","MAN D2840 / D2842 Spin-on Vidalı Yakıt Filtresi Kartuşu","MAN D2840, D2842, D2848 Klasik Seri Motorlar","Mann WK 940/5, Baldwin BF7674-D, Donaldson P550388","200 Saat / Sezon Başı","M16x1.5 Diş, 10 Mikron Orijinal Vidalı Yakıt Filtresi"
51.08401-0022,"MAN Marine","Filtreler","MAN D2868 / D2862 Kutu Tipi Panel Marin Hava Filtresi","MAN V8-1200, V8-1300, V12-1900, V12-2000 Yeni Nesil Motoryatlar","Mann C 36 008, Donaldson P637841","400 Saat / Yılda 1 Kez","Genişletilmiş Yüzey Alanlı Yüksek Debili Panel Filtre"
51.06801-0004,"MAN Marine","İmpeller & Soğutma","MAN i6 / V8 Ham Deniz Suyu Pompası İmpeller Kiti (Neopren)","MAN i6-730, i6-800, V8-1000, V8-1200 Marin Motorlar","Jabsco 17937-0001, Johnson 09-819B, CEF 500168","200-300 Saat veya Her Sezon Başı","10 Kanatlı Neopren, Spline Şaft, Çap: 95mm, Genişlik: 63mm"
51.06801-0006,"MAN Marine","İmpeller & Soğutma","MAN V12 Ağır Hizmet Büyük Boy Ham Deniz Suyu İmpeller Kiti","MAN V12-1400, V12-1550, V12-1650, V12-1800, V12-1900, V12-2000","Jabsco 17954-0001, Johnson 09-821B-1, CEF 500180","250-400 Saat veya Her Sezon Başı","12 Kanatlı Neopren, Spline Mil, Çap: 120mm, Genişlik: 102mm, Conta ve Çektirme Vidası Dahil"
51.06802-0015,"MAN Marine","İmpeller & Soğutma","MAN Deniz Suyu Pompası Mekanik Karbür Salmastra & Keçe Seti","MAN i6, V8, V12 Ham Su Pompaları","Burgmann Marin Salmastra, Johnson Pompa Keçesi","Su Sızıntısında / 1000 Saat Pompa Revizyonunda","Silisyum Karbür / Karbon Yüzeyli Korozyon ve Kum Aşınması Dayanımlı Mekanik Salmastra"
51.06402-0082,"MAN Marine","İmpeller & Soğutma","MAN Soğutma Devresi Termostatı 79°C (Contalı)","MAN D2842, D2848, D2868, D2862 Marin Dizel Motorlar","Behr / Mahle TI 17 79, Wahler Termostat","3 Yılda 1 Kontrol / Hararet Sapmasında","Açılma Sıcaklığı: 79°C, Ağır Hizmet Çift Kademeli Yaylı Termostat"
51.06402-0083,"MAN Marine","İmpeller & Soğutma","MAN Soğutma Devresi Termostatı 83°C","MAN i6-730, i6-800, V8-1000, V8-1200","Behr / Mahle TI 17 83","3 Yılda 1 / Aşırı Isınma Arızasında","Açılma: 83°C, Tam Açılma: 95°C"
51.98141-0001,"MAN Marine","Tutya & Anotlar","MAN Isı Eşanjörü Çinko Tutya Anot Kalemi (3/8"" NPT)","MAN i6, V8, V12 Deniz Suyu Isı Eşanjörleri","Tecnoseal 00901, Martyr CM51981410001Z","100-150 Saat / 6 Ayda Bir Kontrol","Pirinç Tapalı Değiştirilebilir Çinko Çubuk Anot"
51.98141-0002,"MAN Marine","Tutya & Anotlar","MAN Aftercooler / Intercooler Çinko Anot Kalemi (1/2"" NPT)","MAN V8-1200, V12-1550, V12-1800, V12-1900 Turbo Soğutucuları","Tecnoseal 00902, Martyr CM51981410002Z","100 Saat / Sezonluk","1/2"" NPT Ağır Hizmet Tutya Çubuğu"
51.96801-0268,"MAN Marine","Kayış & Kasnak","MAN V8 / V12 Poly-V Serpentine Alternatör & Sirkülasyon Kayışı","MAN D2868 V8, D2862 V12 Marin Motorlar","Gates 8PK Serisi, Continental Multi-V","500 Saat / 2 Yılda 1 Kez","8 Kanallı EPDM Marin Ağır Hizmet Tahrik Kayışı"
51.96801-0312,"MAN Marine","Kayış & Kasnak","MAN i6 Devridaim Su Pompası Tahrik Kayışı","MAN i6-730, i6-800, i6-850","Gates 6PK, Dayco Poly-V","500 Saat / 2 Yılda 1 Kez","6 Kanallı EPDM Serpentine Kayış"
51.96820-0238,"MAN Marine","Kayış & Kasnak","MAN Otomatik Kayış Gergi Rulmanı (Tensioner Assembly)","MAN i6, V8, V12 Marin Motorlar","Litens / Gates Otomatik Gergi","1000 Saat / Rulman Titreşimi Halinde","Dahili Sönümleyici Yaylı Otomatik Kayış Gergisi"
51.26101-7253,"MAN Marine","Elektrik & Sensörler","MAN 24V 5.5kW Marin Marş Motoru (Bosch Tip)","MAN i6-730..850, V8-1000..1200 Marin Dizel Motorlar","Bosch 0001241019, Prestolite 24V, Delco 24V","Arıza Halinde / Sezonluk Dişli ve Selenoid Kontrolü","24V 5.5kW Çift Kutuplu İzole Marin Marş Motoru"
51.26101-7278,"MAN Marine","Elektrik & Sensörler","MAN 24V 6.7kW V12 Ağır Hizmet Marin Marş Motoru","MAN V12-1400, V12-1550, V12-1650, V12-1800, V12-1900, V12-2000","Bosch 0001241028, Prestolite M105","Arıza Halinde","24V 6.7kW Yüksek Torklu Redüksiyonlu Marin Marş Motoru (V12 Motorlar İçin)"
51.26107-0054,"MAN Marine","Elektrik & Sensörler","MAN 28V 100A Çift İzoleli Marin Alternatör","MAN i6, V8, V12 Marin Motorlar","Bosch 0124655007, Prestolite 28V 100A","1000 Saat / Kömür ve Rulman Kontrolü","28V 100 Amper İzole Şaseli Marin Alternatör"
51.10100-6084,"MAN Marine","Filtreler","MAN D2862 / D2868 Karter Havalandırma CCV Yağ Ayırıcı Filtre","MAN V8-1000..1300, V12-1400..2000 Common Rail Motorlar","Mann LC 10 002, Racor CCV Serisi","400 Saat / Yılda 1 Kez","Krank Gazı Yağ Buharı Separatör Kartuşu"
51.27421-0216,"MAN Marine","Elektrik & Sensörler","MAN Motor Soğutma Sıvısı Sıcaklık Müşürü (NTC Hararet Sensörü)","MAN D2866, D2876, D2842, D2868, D2862","Bosch 0281002209","Arıza Göstergesinde / Yanlış Değer Okumasında","M14x1.5 Dişli Hassas NTC Sıcaklık Sensörü"
51.27421-0182,"MAN Marine","Elektrik & Sensörler","MAN Yağ Basınç Sensörü & Transmitteri (0-10 Bar)","MAN Tüm Marin Motor Serileri","Bosch 0281002576","Hatalı Basınç Alarmında","0-10 Bar Piezoelektrik Basınç Transmitteri, M18x1.5 Diş"
51.11103-0048,"MAN Marine","Mekanik & Contalar","MAN Turboşarj Egzoz Giriş Çelik Conta Seti","MAN V8 ve V12 Çift Turboşarjlı Marin Motorlar","Elring Klinger Çelik Conta, MAN Orijinal","Egzoz Gaz Kaçağında / Turbo Revizyonunda","Çok Katmanlı Paslanmaz Çelik (MLS) Yüksek Sıcaklık Egzoz Contası"
122-0893,"Cummins / Onan","Filtreler","Cummins Onan 11.5-29kW MDKBN / MDKBW / MDKUB Yağ Filtresi Kartuşu","Cummins Onan MDKBN, MDKBP, MDKBW, MDKUB, MDDCA Marin Jeneratörler","Fleetguard LF3959, Mann W 712, Donaldson P550008, Baldwin B1434","150-200 Saat / Sezon Başı","3/4-16 Diş, Ağır Hizmet Jeneratör Yağ Filtresi"
140-3837,"Cummins / Onan","Filtreler","Cummins Onan MDK Serisi Marin Hava Filtresi Kartuşu","Cummins Onan MDKBL, MDKBM, MDKBN, MDKBW","Fleetguard AF26248, Mann C 1140, Donaldson P780006","200-300 Saat / Sezonluk","Kompakt Silindirik Ses İzolasyonlu Jeneratör Hava Filtresi"
541-1519,"Cummins / Onan","İmpeller & Soğutma","Cummins Onan MDKBL / MDKBM / MDKBN Ham Su İmpeller Kiti (O-Ringli)","Cummins Onan e-QD 6.5kW, 7kW, 9kW, 11kW, 13.5kW, 17.5kW, 21.5kW (MDKBL, MDKBM, MDKBN)","Johnson 09-1027B-1, Jabsco 1210-0001, Sierra 18-3081, CEF 500107","150-200 Saat veya Sezon Başı","12 Bıçaklı Neopren, Spline Mil Yuvası, Çap: 57mm, Genişlik: 31.5mm, O-Ring Dahil"
132-0499,"Cummins / Onan","İmpeller & Soğutma","Cummins Onan 4-6kW MDKBH Kompakt İmpeller Kiti (D-Shaft)","Cummins Onan 4kW, 5kW, 6kW e-QD Jeneratörler","Johnson 09-801B, Jabsco 673-0001, Sierra 18-3075","150 Saat / Sezon Başı","6 Bıçaklı Neopren, Düz Mil, Çap: 51mm, Genişlik: 22mm"
0130-4434,"Cummins / Onan","Tutya & Anotlar","Cummins Onan Isı Eşanjörü Çinko Tutya Anot Kalemi (1/4"" NPT)","Cummins Onan MDK Serisi Tüm Marin Jeneratörler","Tecnoseal 01001, Martyr CM01304434Z","100 Saat / 6 Ayda Bir Kontrol","1/4"" NPT Pirinç Tapalı Değiştirilebilir Çinko Çubuk"
506-0034,"Cummins / Onan","Kayış & Kasnak","Cummins Onan Poly-V Su Pompası & Alternatör Kayışı","Cummins Onan MDKBL, MDKBM, MDKBN, MDKBW","Gates 4PK Serisi, Dayco Poly-V","300-400 Saat / 2 Yılda 1 Kez","Aşınma Dayanımlı EPDM Marin Tahrik Kayışı"
193-0244,"Cummins / Onan","Elektrik & Sensörler","Cummins Onan Hararet Müşürü & Sıcaklık Sensörü","Cummins Onan MDK Serisi Jeneratörler","Datcon / VDO Sıcaklık Sensörü","Hatalı Alarm veya Sensör Arızasında","1/8"" NPT Marin Yalıtımlı Motor Sıcaklık Sensörü"
193-0448,"Cummins / Onan","Elektrik & Sensörler","Cummins Onan Yağ Basınç Müşürü (Oil Pressure Switch)","Cummins Onan MDK Serisi Marin Jeneratörler","Hobbs / Honeywell Marin Basınç Anahtarı","Yağ Basıncı Hata Kodunda","1/8"" NPT 1.0 Bar Düşük Yağ Basıncı Kapatma Müşürü"
GM32423,"Kohler","Filtreler","Kohler 14-28kW EFKOZD / EFOZD Yağ Filtresi Kartuşu","Kohler 14EFOZD, 16EFOZD, 20EFOZD, 28EFOZD Marin Jeneratörler","Mann W 712/22, Baldwin B1434, Donaldson P550008, Wix 51365","150-200 Saat / Sezon Başı","3/4-16 Dişli Ağır Hizmet Jeneratör Yağ Filtresi"
GM32359,"Kohler","Filtreler","Kohler 9-20kW Dizel Vidalı Yakıt Filtresi Elemanı","Kohler 9EFKO, 11EFKO, 14EFOZD, 20EFOZD","Mann WK 812, Baldwin BF7856, Donaldson P550588","150-200 Saat / Sezon Başı","Vidalı Yakıt Filtresi, Su Ayırıcılı, M20x1.5 Diş"
GM47465,"Kohler","Filtreler","Kohler Su Ayırıcılı Vidalı Ön Yakıt Filtresi Kartuşu","Kohler Tüm Yeni Nesil Marin Jeneratörler","Racor R12T Muadili, Sierra 18-7944","150-200 Saat / Sezon Başı","10 Mikron Su Ayırma Özellikli Spin-on Filtre"
GM11099,"Kohler","Tutya & Anotlar","Kohler Jeneratör Isı Eşanjörü Çinko Tutya Anodu (1/4"" NPT)","Kohler 5kW - 28kW Dizel Marin Jeneratörler","Tecnoseal 01001, Martyr CMGM11099Z","100 Saat / 6 Ayda Bir Kontrol","1/4"" NPT Pirinç Tapalı Değiştirilebilir Çinko Çubuk"
GM28414,"Kohler","Kayış & Kasnak","Kohler Marin Jeneratör V-Kayışı","Kohler 8-11kW Dizel Jeneratörler","Gates Marin Seri, Continental","300-400 Saat / 2 Yılda 1 Kez","Tuza Dayanıklı Yüksek Mukavemetli EPDM V-Kayış"
2040SM-OR,"Evrensel / Marin","Filtreler","Parker Racor 900FH / 900MA 2 Mikron Yakıt Filtre Elemanı","Racor 900FH Hassas Common Rail Koruması","Racor 2040SM, Baldwin PF7889, Donaldson P552042","200 Saat / Sezonluk","2 Mikron Ultra İnce Yakıt Filtresi Elemanı"
01010,"Evrensel / Marin","Filtreler","Separ SWK-2000/10 10 Mikron Su Ayırıcı Yakıt Filtre Elemanı","Separ 2000/10 Sistemleri (Common Rail Dizel Yakıt Koruması)","Separ 01010, Baldwin PF7892-10","200-400 Saat / Sezonluk","10 Mikron Hassas Santrifüj Ayrıştırma Elemanı"
ZF 3312199031,"Evrensel / Marin","Kuyruk & Şanzıman","ZF 45 / 63 / 80 / 85 Hidrolik Şanzıman Yağ Filtresi Kartuşu","ZF 45A, ZF 45IV, ZF 63A, ZF 63IV, ZF 80A, ZF 85A Marin Şanzımanlar","Volvo Penta 3589886, Mann W 712, Baldwin BT8409","200-300 Saat / Sezon Başı (ATF Dexron III ile)","M20x1.5 Diş, Hidrolik Kavrama Basınç Devresi Filtresi"
ZF 0501215563,"Evrensel / Marin","Kuyruk & Şanzıman","ZF 280 / 300 / 325 Ağır Hizmet Şanzıman Yağ Filtresi Kartuşu","ZF 280A, ZF 280IV, ZF 300, ZF 325IV Marin Şanzımanlar (MAN ve CAT Motorlar)","Mann WD 920, Baldwin BT8416, Donaldson P550928","400 Saat / Yılda 1 Kez","Yüksek Debili Hidrolik Yağ Filtresi"
128990-13520,"Yanmar","Mekanik & Contalar","Yanmar 2YM / 3YM Paslanmaz Çelik 316L Egzoz Karıştırıcı Dirsek","Yanmar 2YM15, 3YM20, 3YM30, 3YM30AE","HDI Marine SSYM, Yanmar Orijinal","4 Yılda 1 Kontrol / Sezon Sonu Kışlama Kontrolü","316L Paslanmaz Çelik, Korozyon ve Paslanma Yapmaz, Su Giriş Rekoru Dahil"
129470-42020,"Yanmar","İmpeller & Soğutma","Yanmar 3JH / 4JH Ham Deniz Suyu Pompası Komple (Johnson F4B)","Yanmar 3JH3, 3JH4, 4JH3, 4JH4E, 4JH5E Motorlar","Johnson 10-24509-01, Yanmar 129470-42020","Pompa Gövde Aşınmasında / 1000 Saatte","Bronz Flanşlı Krank Tahrikli Deniz Suyu Pompası, İmpeller Dahil"
